order_id,customer_id,order_date,order_amount,status
,cus_68189,2026-07-10T14:32:47.985Z,911.26,completed
,cus_10240,2026-07-21T00:41:47.034Z,784.38,failed
,cus_93699,2026-07-23T05:51:36.453Z,124.27,completed
,cus_70063,2026-07-15T17:18:57.814Z,674.78,pending
,cus_23457,2026-07-10T10:49:12.367Z,153.70,pending
,cus_33032,2026-07-11T15:21:19.463Z,268.84,shipped
,cus_38327,2026-07-18T06:51:07.339Z,99.33,failed
,cus_77981,2026-07-14T14:34:47.632Z,772.72,pending
,cus_15357,2026-07-19T06:48:26.694Z,645.82,failed
,cus_40438,2026-07-21T17:58:48.170Z,111.85,failed
,cus_41248,2026-07-13T07:21:25.805Z,572.60,completed
,cus_31856,2026-07-15T20:18:01.507Z,422.66,pending
,cus_20979,2026-07-18T11:22:27.410Z,819.73,shipped
,cus_74008,2026-07-10T05:58:13.943Z,414.05,pending
,cus_87182,2026-07-17T09:04:57.921Z,229.54,completed
,cus_24351,2026-07-17T10:57:30.531Z,892.08,pending
,cus_17734,2026-07-09T16:29:03.950Z,163.43,shipped
,cus_13123,2026-07-13T04:37:43.143Z,750.76,shipped
,cus_90016,2026-07-10T20:28:15.364Z,145.61,shipped
,cus_29433,2026-07-12T17:36:56.898Z,964.85,pending
,cus_59792,2026-07-10T03:52:37.268Z,386.77,shipped
,cus_35881,2026-07-21T23:58:37.065Z,361.61,shipped
,cus_74090,2026-07-16T08:42:17.972Z,888.42,failed
,cus_97561,2026-07-15T18:48:06.003Z,191.56,pending
,cus_80162,2026-07-14T01:29:05.222Z,371.83,pending
,cus_39812,2026-07-16T07:26:05.885Z,611.19,shipped
,cus_59140,2026-07-13T18:28:27.216Z,64.01,completed
,cus_65494,2026-07-16T17:13:55.675Z,499.47,completed
,cus_91092,2026-07-14T17:53:43.237Z,95.76,failed
,cus_50784,2026-07-19T09:27:39.234Z,600.53,completed
,cus_84026,2026-07-19T17:59:44.609Z,492.05,pending
,cus_64053,2026-07-14T21:47:32.168Z,199.43,failed
,cus_60136,2026-07-14T07:18:14.536Z,843.05,shipped
,cus_33679,2026-07-20T16:32:06.416Z,55.42,completed
,cus_45131,2026-07-20T13:11:12.475Z,496.49,failed
,cus_92431,2026-07-23T01:23:27.312Z,451.09,pending
,cus_95290,2026-07-17T04:15:33.145Z,129.19,failed
,cus_84592,2026-07-24T06:44:11.168Z,448.10,pending
,cus_43195,2026-07-10T08:17:25.597Z,295.13,failed
,cus_47493,2026-07-19T06:06:28.783Z,253.53,pending
,cus_86957,2026-07-13T23:08:40.452Z,285.88,pending
,cus_74923,2026-07-13T08:53:56.508Z,265.40,shipped
,cus_34905,2026-07-18T20:27:46.281Z,239.46,shipped
,cus_81767,2026-07-12T01:47:16.778Z,271.37,failed
,cus_51128,2026-07-22T18:29:21.185Z,91.89,completed
,cus_93417,2026-07-22T00:59:23.118Z,940.69,shipped
,cus_97523,2026-07-23T16:29:01.344Z,141.91,shipped
,cus_28013,2026-07-18T03:09:47.759Z,168.83,shipped
,cus_47138,2026-07-16T09:43:39.580Z,305.34,pending
,cus_98452,2026-07-18T12:42:31.624Z,514.86,completed
,cus_57604,2026-07-21T07:15:29.441Z,653.09,shipped
,cus_99380,2026-07-18T02:04:58.652Z,159.21,pending
,cus_67847,2026-07-22T10:33:09.763Z,466.40,pending
,cus_41350,2026-07-14T09:31:57.482Z,314.81,shipped
,cus_67056,2026-07-21T03:32:12.258Z,202.15,failed
,cus_12147,2026-07-17T02:50:14.798Z,963.56,shipped
,cus_82229,2026-07-09T22:21:33.990Z,40.54,failed
,cus_65664,2026-07-21T13:12:16.519Z,294.26,shipped
,cus_36443,2026-07-11T16:25:47.469Z,669.47,shipped
,cus_88804,2026-07-17T02:55:58.166Z,561.01,shipped
,cus_21975,2026-07-10T07:50:47.004Z,1003.81,shipped
,cus_93332,2026-07-13T10:04:24.965Z,37.02,completed
,cus_32891,2026-07-22T10:08:09.063Z,129.61,failed
,cus_91576,2026-07-19T23:23:07.886Z,657.96,failed
,cus_59885,2026-07-14T22:14:33.566Z,745.04,failed
,cus_62798,2026-07-15T19:57:59.677Z,659.46,failed
,cus_10538,2026-07-20T19:33:20.081Z,478.56,pending
,cus_48378,2026-07-10T10:10:50.658Z,100.48,completed
,cus_60806,2026-07-23T14:05:48.069Z,746.41,completed
,cus_83523,2026-07-16T21:44:32.631Z,16.72,shipped
,cus_77988,2026-07-23T10:48:38.762Z,512.49,shipped
,cus_81216,2026-07-15T09:31:06.305Z,975.10,shipped
,cus_28820,2026-07-20T05:50:06.776Z,285.97,completed
,cus_29685,2026-07-23T17:45:06.203Z,276.06,shipped
,cus_95269,2026-07-15T04:51:28.702Z,382.89,pending
,cus_82298,2026-07-11T11:32:11.153Z,752.06,failed
,cus_57854,2026-07-24T03:49:31.658Z,234.46,pending
,cus_43969,2026-07-22T02:50:10.393Z,39.73,completed
,cus_40863,2026-07-15T23:25:20.211Z,234.47,failed
,cus_74103,2026-07-12T08:01:39.303Z,685.95,shipped
,cus_59833,2026-07-10T11:48:55.100Z,730.50,completed
,cus_81156,2026-07-20T04:55:29.435Z,270.81,completed
,cus_55771,2026-07-17T20:04:22.621Z,118.96,pending
,cus_50751,2026-07-09T20:06:22.682Z,770.74,pending
,cus_63466,2026-07-23T19:56:26.878Z,862.79,completed
,cus_89909,2026-07-11T22:29:53.428Z,973.41,shipped
,cus_44653,2026-07-12T12:06:01.753Z,991.47,shipped
,cus_42005,2026-07-15T05:55:51.101Z,202.18,completed
,cus_52370,2026-07-13T15:56:59.049Z,403.52,pending
,cus_70034,2026-07-23T11:09:44.885Z,63.08,pending
,cus_75928,2026-07-14T08:35:22.500Z,40.26,completed
,cus_70569,2026-07-24T05:41:07.850Z,126.31,shipped
,cus_99986,2026-07-13T06:55:13.855Z,55.84,failed
,cus_89231,2026-07-15T22:13:52.019Z,421.90,completed
,cus_73845,2026-07-22T04:08:54.469Z,835.97,failed
,cus_23750,2026-07-14T22:27:33.085Z,252.65,completed
,cus_92931,2026-07-20T04:28:19.052Z,65.13,failed
,cus_39198,2026-07-18T01:41:12.813Z,980.04,shipped
,cus_36448,2026-07-09T22:56:57.947Z,300.26,failed
,cus_55851,2026-07-10T12:06:09.253Z,912.83,pending
,cus_17319,2026-07-17T16:25:34.485Z,945.90,pending
,cus_59877,2026-07-21T08:23:13.541Z,329.16,shipped
,cus_98461,2026-07-17T17:48:35.693Z,936.06,completed
,cus_96864,2026-07-13T19:25:47.973Z,533.38,shipped
,cus_69144,2026-07-11T03:41:09.128Z,835.59,pending
,cus_83581,2026-07-18T09:01:11.498Z,753.40,pending
,cus_32875,2026-07-22T15:43:39.068Z,746.22,shipped
,cus_35327,2026-07-24T09:04:57.682Z,66.06,pending
,cus_68761,2026-07-11T17:57:25.699Z,844.99,completed
,cus_61359,2026-07-10T14:35:55.082Z,41.66,shipped
,cus_30469,2026-07-19T04:17:02.290Z,883.35,completed
,cus_79389,2026-07-22T17:12:24.384Z,84.78,completed
,cus_19979,2026-07-12T22:56:30.898Z,920.47,failed
,cus_89235,2026-07-13T10:19:34.766Z,995.69,pending
,cus_54807,2026-07-20T13:31:55.661Z,557.51,shipped
,cus_19813,2026-07-17T10:25:28.742Z,79.81,completed
,cus_31495,2026-07-20T19:13:52.313Z,75.41,pending
,cus_57908,2026-07-14T14:16:27.990Z,545.15,completed
,cus_81825,2026-07-21T18:30:47.011Z,820.79,failed
,cus_43902,2026-07-10T05:51:02.252Z,492.04,completed
,cus_51130,2026-07-24T05:30:26.894Z,266.22,pending
,cus_22784,2026-07-22T02:56:21.302Z,848.72,shipped
,cus_84994,2026-07-19T14:18:14.341Z,689.05,pending
,cus_73631,2026-07-12T00:27:46.235Z,567.07,shipped
,cus_34514,2026-07-22T01:09:16.403Z,525.60,completed
,cus_29233,2026-07-18T10:30:32.740Z,976.46,completed
,cus_68092,2026-07-13T14:17:43.386Z,491.36,failed
,cus_25089,2026-07-18T21:34:43.611Z,816.09,completed
,cus_31339,2026-07-17T16:04:43.355Z,317.98,failed
,cus_35981,2026-07-17T21:00:33.881Z,965.04,pending
,cus_65432,2026-07-10T19:41:09.907Z,195.92,shipped
,cus_89402,2026-07-14T14:00:34.586Z,299.49,shipped
,cus_80028,2026-07-21T03:09:54.969Z,975.46,completed
,cus_77601,2026-07-12T00:36:12.517Z,195.12,failed
,cus_60383,2026-07-15T16:05:49.282Z,167.96,failed
,cus_67206,2026-07-09T22:32:37.888Z,153.50,failed
,cus_49013,2026-07-24T08:11:09.800Z,881.11,pending
,cus_15186,2026-07-17T09:44:01.752Z,667.73,pending
,cus_27284,2026-07-12T13:33:36.556Z,726.00,shipped
,cus_49980,2026-07-21T14:56:47.568Z,102.42,completed
,cus_26783,2026-07-21T06:45:47.849Z,873.02,failed
,cus_13440,2026-07-23T12:22:19.670Z,1001.90,completed
,cus_48218,2026-07-15T07:18:31.096Z,80.11,shipped
,cus_31041,2026-07-21T07:29:25.514Z,194.28,failed
,cus_62780,2026-07-15T09:32:20.555Z,771.75,failed
,cus_77679,2026-07-12T10:38:52.376Z,50.35,shipped
,cus_90181,2026-07-13T13:19:50.704Z,676.70,shipped
,cus_33329,2026-07-21T19:45:46.553Z,17.24,shipped
,cus_16986,2026-07-10T11:08:02.893Z,383.62,shipped
,cus_12840,2026-07-12T11:18:29.503Z,937.93,pending
,cus_73960,2026-07-16T10:28:32.397Z,439.52,pending
,cus_72716,2026-07-18T19:53:02.242Z,616.46,shipped
,cus_35372,2026-07-10T10:42:47.691Z,41.60,pending
,cus_70086,2026-07-17T17:34:02.433Z,308.80,completed
,cus_52872,2026-07-18T10:31:03.029Z,662.70,pending
,cus_54385,2026-07-18T01:52:49.778Z,377.21,failed
,cus_86433,2026-07-10T16:11:14.904Z,472.08,failed
,cus_96376,2026-07-12T00:25:55.234Z,463.77,shipped
,cus_53555,2026-07-13T17:03:39.662Z,440.38,pending
,cus_57516,2026-07-20T02:13:56.262Z,716.27,completed
,cus_71615,2026-07-23T14:11:47.744Z,350.76,completed
,cus_15481,2026-07-18T00:28:55.084Z,639.82,shipped
,cus_21485,2026-07-17T17:34:50.495Z,424.18,shipped
,cus_13501,2026-07-09T21:45:02.467Z,848.14,pending
,cus_82008,2026-07-23T04:49:33.882Z,721.30,shipped
,cus_10789,2026-07-09T21:36:57.490Z,941.07,pending
,cus_66674,2026-07-11T04:32:06.839Z,917.12,failed
,cus_67684,2026-07-23T18:45:34.014Z,565.61,shipped
,cus_95884,2026-07-15T19:34:51.073Z,503.93,failed
,cus_44824,2026-07-16T03:02:50.823Z,578.47,pending
,cus_43297,2026-07-11T04:22:38.654Z,295.11,pending
,cus_12558,2026-07-19T12:01:14.166Z,739.10,failed
,cus_86020,2026-07-24T04:43:23.974Z,218.28,completed
,cus_33416,2026-07-16T00:05:43.314Z,706.85,shipped
,cus_55640,2026-07-17T18:47:05.851Z,337.83,pending
,cus_97563,2026-07-10T10:42:51.414Z,125.78,failed
,cus_75026,2026-07-10T05:43:27.074Z,894.61,completed
,cus_99011,2026-07-11T17:01:41.335Z,116.44,shipped
,cus_27670,2026-07-12T23:43:31.773Z,564.39,shipped
,cus_78434,2026-07-19T16:20:46.015Z,884.80,failed
,cus_20194,2026-07-10T02:57:39.538Z,802.69,failed
,cus_22189,2026-07-21T03:09:10.113Z,792.09,failed
,cus_36723,2026-07-23T18:31:43.853Z,473.26,shipped
,cus_35934,2026-07-17T05:42:58.450Z,975.11,completed
,cus_28751,2026-07-10T00:00:46.098Z,705.85,failed
,cus_71906,2026-07-24T05:03:18.698Z,786.82,shipped
,cus_75304,2026-07-14T16:36:05.880Z,670.64,failed
,cus_40078,2026-07-16T14:04:45.030Z,390.91,pending
,cus_56545,2026-07-21T06:39:44.671Z,207.68,failed
,cus_14892,2026-07-11T08:29:17.978Z,852.87,shipped
,cus_62734,2026-07-21T12:53:46.740Z,184.87,shipped
,cus_50895,2026-07-09T16:11:18.610Z,618.50,completed
,cus_20534,2026-07-16T20:48:22.600Z,315.74,completed
,cus_46464,2026-07-21T06:27:28.766Z,639.94,failed
,cus_52079,2026-07-23T14:32:11.615Z,853.76,completed
,cus_31137,2026-07-16T05:52:45.905Z,734.36,completed
,cus_64789,2026-07-14T05:12:01.866Z,686.81,shipped
,cus_89766,2026-07-13T21:57:27.647Z,274.71,pending
,cus_55600,2026-07-15T22:50:38.164Z,283.95,shipped
,cus_92622,2026-07-21T16:14:26.676Z,878.06,failed
,cus_55834,2026-07-14T02:12:15.859Z,346.14,failed
,cus_82449,2026-07-14T07:28:25.850Z,324.28,pending
,cus_63350,2026-07-24T13:07:13.655Z,232.70,completed
,cus_19209,2026-07-09T20:22:50.678Z,814.75,shipped
,cus_19133,2026-07-16T08:29:14.765Z,488.97,shipped
,cus_52180,2026-07-10T00:25:10.803Z,662.01,pending
,cus_58548,2026-07-20T17:46:30.885Z,214.31,pending
,cus_11237,2026-07-17T02:58:45.138Z,666.71,completed
,cus_52188,2026-07-14T17:18:53.301Z,575.48,completed
,cus_41994,2026-07-17T03:09:17.500Z,19.59,shipped
,cus_31160,2026-07-18T15:52:23.211Z,581.39,shipped
,cus_75241,2026-07-22T15:56:16.213Z,617.51,completed
,cus_68235,2026-07-18T18:33:31.926Z,170.60,failed
,cus_68784,2026-07-17T22:43:32.970Z,560.36,completed
,cus_66746,2026-07-10T23:20:18.677Z,781.30,failed
,cus_12107,2026-07-16T23:51:27.942Z,540.96,failed
,cus_85687,2026-07-18T20:17:25.784Z,455.36,pending
,cus_57284,2026-07-21T04:27:21.020Z,906.99,completed
,cus_68193,2026-07-22T13:11:49.471Z,649.27,failed
,cus_69295,2026-07-18T23:15:02.985Z,92.86,completed
,cus_26289,2026-07-20T05:24:08.253Z,864.77,completed
,cus_88208,2026-07-23T10:58:09.187Z,210.19,shipped
,cus_55102,2026-07-12T07:43:42.194Z,395.47,pending
,cus_67762,2026-07-15T19:45:57.290Z,354.64,shipped
,cus_88572,2026-07-22T15:52:25.285Z,967.82,completed
,cus_64112,2026-07-23T20:48:58.323Z,281.90,completed
,cus_28147,2026-07-12T05:03:45.397Z,600.64,completed
,cus_64061,2026-07-21T05:40:43.229Z,638.41,completed
,cus_50247,2026-07-23T18:52:15.729Z,411.72,completed
